job_id,industry_sector,job_title,required_skills,minimum_experience_years,education_level,market_demand_score,location,formatted_work_type,formatted_experience_level,avg_salary,is_salary_confidential,remote_allowed
3694123257,Technology & IT,Cloud Engineer,"['aws', 'docker', 'gcp', 'terraform', 'education', 'typescript', 'kubernetes', 'mysql', 'react', 'communication', 'python', 'css', 'problem solving', 'javascript', 'project management', 'critical thinking', 'sql']",0,Master's,4.29,"Cupertino, CA",Full-time,,13516.67,0,
3749351488,Technology & IT,Cloud Engineer,"['bash', 'strategy', 'machine learning', 'gcp', 'ci/cd', 'c', 'terraform', 'airflow', 'tensorflow', 'pytorch', 'kubernetes', 'communication', 'python', 'problem solving', 'nlp', 'devops', 'jenkins']",2,Bachelor's,4.29,"Dearborn, MI",Contract,Mid-Senior level,,1,
3756131798,Technology & IT,Cloud Engineer,"['aws', 'docker', 'terraform', 'teamwork', 'kubernetes', 'compliance', 'leadership', 'mentoring']",0,Master's,4.29,"Raleigh, NC",Full-time,,,1,
3693598740,Technology & IT,Cloud Engineer,"['bash', 'aws', 'docker', 'ruby', 'java', 'python', 'perl']",3,Bachelor's,4.29,"Springfield, VA",Full-time,Mid-Senior level,,1,
3701302759,Technology & IT,Cloud Engineer,"['aws', 'gcp', 'azure', 'ci/cd']",5,Master's,4.29,"Boston, MA",Full-time,Mid-Senior level,13333.33,0,
3757739008,Technology & IT,Cloud Engineer,"['aws', 'node.js', 'azure', 'ruby', 'communication', 'leadership', 'python', 'perl', 'devops', 'troubleshooting', 'linux', 'employee relations', 'analytical', 'critical thinking', 'account management']",5,Bachelor's,4.29,"San Francisco, CA",Full-time,Mid-Senior level,10791.67,0,1.0
3699411457,Technology & IT,Cloud Engineer,"['docker', 'education', 'c', 'operations', 'kubernetes', 'safety', 'java', 'python', 'javascript', 'shell', 'linux', 'devops']",7,Bachelor's,4.29,"Westlake, TX",Full-time,,,1,
3757733845,Technology & IT,Cloud Engineer,"['aws', 'node.js', 'azure', 'ruby', 'communication', 'leadership', 'python', 'perl', 'devops', 'troubleshooting', 'linux', 'employee relations', 'analytical', 'critical thinking', 'account management']",5,Bachelor's,4.29,"Denver, CO",Full-time,Mid-Senior level,10791.67,0,1.0
3699086165,Technology & IT,Cloud Engineer,"['communication', 'leadership']",17,Bachelor's,4.29,"Lansing, MI",Full-time,Entry level,,1,
3757351786,Technology & IT,Cloud Engineer,"['aws', 'salesforce', 'technical support']",5,Bachelor's,4.29,"Malvern, PA",Full-time,Mid-Senior level,,1,
3699408684,Technology & IT,Cloud Engineer,"['docker', 'education', 'c', 'operations', 'kubernetes', 'safety', 'java', 'python', 'javascript', 'shell', 'linux', 'devops']",7,Bachelor's,4.29,"Merrimack, NH",Full-time,,,1,
3693069639,Technology & IT,Cloud Engineer,"['aws', 'bash', 'gcp', 'terraform', 'postgresql', 'redis', 'kubernetes', 'azure', 'compliance', 'onboarding', 'java', 'python', 'ruby', 'perl', 'communication', 'devops', 'jenkins']",5,High School / Diploma,4.29,United States,Contract,,,1,1.0
3757482654,Technology & IT,Cloud Engineer,"['aws', 'ci/cd', 'kubernetes', 'azure', 'devops', 'jenkins']",5,Bachelor's,4.29,United States,Contract,Mid-Senior level,,1,1.0
3693584928,Technology & IT,Cloud Engineer,"['c', 'salesforce', 'communication', 'java', 'leadership', 'python', 'javascript']",3,Bachelor's,4.29,"Lansing, MI",Contract,Associate,11700.0,0,
3693075404,Technology & IT,Cloud Engineering Manager,"['aws', 'ci/cd', 'terraform', 'azure', 'compliance', 'kanban', 'scrum', 'troubleshooting', 'devops']",5,Master's,1.0,"Orange County, CA",Full-time,Mid-Senior level,11458.33,0,1.0
3701371117,Technology & IT,Cloud Finops Engineer,"['aws', 'strategy', 'stakeholder management', 'education', 'procurement', 'azure', 'communication', 'financial analysis', 'analytical']",10,Master's,1.0,"Allen, TX",Full-time,Director,,1,
3693045375,Technology & IT,Cloud Infrastructure Engineer,"['bash', 'docker', 'ci/cd', 'terraform', 'manufacturing', 'kubernetes', 'azure', 'communication', 'python', 'devops']",1,Bachelor's,2.31,"Florida, United States",Full-time,Entry level,,1,
3757752713,Technology & IT,Cloud Infrastructure Engineer,"['aws', 'education', 'compliance', 'shell', 'linux', 'devops']",5,Bachelor's,2.31,United States,Full-time,Entry level,,1,
3693050092,Technology & IT,Cloud Infrastructure Engineer,"['aws', 'bash', 'ci/cd', 'education', 'kubernetes', 'azure', 'python', 'javascript', 'troubleshooting', 'linux', 'devops', 'jenkins']",5,Bachelor's,2.31,"Katy, TX",Full-time,Mid-Senior level,,1,
3749347419,Technology & IT,Cloud Infrastructure Engineer,"['docker', 'ci/cd', 'terraform', 'operations', 'kubernetes', 'azure', 'communication', 'jenkins']",4,Bachelor's,2.31,"New York, NY",Full-time,Entry level,,1,1.0
3757409490,Technology & IT,Cloud Managed Services Engineer,"['bash', 'unix', 'communication', 'time management', 'python', 'onboarding', 'problem solving', 'troubleshooting', 'linux', 'technical support']",5,Master's,1.0,"Santa Clara, CA",Full-time,Mid-Senior level,15833.33,0,
3757428375,Technology & IT,Cloud Manufacturing Consultant,"['manufacturing', 'oracle', 'operations', 'erp', 'healthcare', 'communication', 'project management', 'analytical']",5,Bachelor's,1.0,United States,Full-time,Mid-Senior level,12916.67,0,1.0
3693054184,Technology & IT,Cloud Mfg Functional,"['agile methodology', 'oracle']",0,Bachelor's,1.0,United States,Contract,,,1,1.0
3757478923,Technology & IT,Cloud Operations Engineer,"['aws', 'operations', 'azure', 'compliance', 'communication', 'devops']",8,Master's,1.0,"Melbourne, FL",Full-time,Director,,1,
3757424602,Technology & IT,Cloud Planning Consultant,"['oracle', 'supply chain', 'operations', 'erp', 'healthcare', 'communication', 'project management', 'analytical']",5,Bachelor's,1.0,United States,Full-time,Mid-Senior level,12916.67,0,1.0
3700554594,Technology & IT,Cloud Platform Engineer,"['gcp', 'terraform', 'education', 'leadership', 'communication', 'python', 'excel']",5,Bachelor's,1.99,"New York, NY",Full-time,Mid-Senior level,9375.0,0,
3693587679,Technology & IT,Cloud Platform Engineer,"['bash', 'artificial intelligence', 'gcp', 'kubernetes', 'spark', 'leadership', 'communication', 'python', 'scrum', 'shell', 'jenkins']",5,Bachelor's,1.99,"Irvine, CA",Full-time,Mid-Senior level,14375.0,0,
3693593006,Technology & IT,Cloud Platform Engineer,"['bash', 'artificial intelligence', 'gcp', 'kubernetes', 'spark', 'leadership', 'communication', 'python', 'scrum', 'shell', 'jenkins']",5,Bachelor's,1.99,"Basking Ridge, NJ",Full-time,Mid-Senior level,14375.0,0,
3757937095,Technology & IT,Cloud Security Architect,"['aws', 'strategy', 'research', 'gcp', 'education', 'vendor management', 'operations', 'azure', 'compliance', 'communication', 'problem solving', 'talent acquisition', 'critical thinking']",8,Master's,2.31,United States,Full-time,Mid-Senior level,20074.58,0,1.0
3693045629,Technology & IT,Cloud Security Architect,"['aws', 'gcp', 'azure']",0,Bachelor's,2.31,United States,Contract,,,1,1.0
3693049103,Technology & IT,Cloud Security Architect,"['aws', 'gcp', 'azure']",0,Bachelor's,2.31,Washington DC-Baltimore Area,Contract,,,1,1.0
3757752716,Technology & IT,Cloud Security Architect,"['aws', 'strategy', 'research', 'gcp', 'education', 'vendor management', 'operations', 'azure', 'compliance', 'communication', 'problem solving', 'talent acquisition', 'critical thinking']",8,Master's,2.31,United States,Full-time,Mid-Senior level,20074.58,0,1.0
3699057886,Technology & IT,Cloud Security Engineer,"['risk management', 'oracle']",0,Bachelor's,1.0,United States,Contract,,,1,1.0
3694117016,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Bentonville, AR",Full-time,,,1,
3694116043,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Atlanta, GA",Full-time,,,1,
3694114267,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Cincinnati, OH",Full-time,,,1,
3694111576,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,Miami-Fort Lauderdale Area,Full-time,,,1,
3694114264,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Richmond, VA",Full-time,,,1,
3694113357,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Falls Church, VA",Full-time,,,1,
3694113352,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Arlington, VA",Full-time,,,1,
3694112405,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Grand Rapids, MI",Full-time,,,1,
3694115040,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,Greater Houston,Full-time,,,1,
3694115044,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Alexandria, VA",Full-time,,,1,
3694112397,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Columbus, OH",Full-time,,,1,
3694112396,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Hartford, CT",Full-time,,,1,
3694115060,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Kansas City, MO",Full-time,,,1,
3694116036,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Austin, TX",Full-time,,,1,
3694109981,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Darien, CT",Full-time,,,1,
3694115064,Technology & IT,Cloud Security Management Manager,"['strategy', 'education', 'risk management', 'oracle', 'financial reporting', 'communication', 'project management']",7,Bachelor's,4.06,"Tallahassee, FL",Full-time,,,1,
3699407132,Technology & IT,Cloud Solutions Architect,"['aws', 'strategy', 'education', 'azure', 'communication', 'excel', 'analytical']",0,Bachelor's,1.0,United States,Full-time,,14362.5,0,1.0
3757917153,Technology & IT,Cloud Solutions Engineer,"['aws', 'gcp', 'ci/cd', 'c', 'azure']",1,Bachelor's,1.0,"Chicago, IL",Full-time,Entry level,,1,
3757458460,Technology & IT,Cloud Support Engineer,"['customer service', 'communication', 'ticketing system', 'problem solving', 'workday']",5,Bachelor's,1.0,New York City Metropolitan Area,Full-time,Mid-Senior level,10416.67,0,
3700551805,Technology & IT,Cloud System Architect,"['manufacturing', 'operations', 'agile methodology', 'healthcare', '3d modeling', 'java', 'analytical']",2,Bachelor's,1.0,"Portland, OR",Full-time,Mid-Senior level,7062.5,0,
3699084319,Technology & IT,Cloud Systems Administrator,"['aws', 'docker', 'education', 'operations', 'leadership', 'linux', 'devops', 'mentoring', 'sql']",3,Bachelor's,1.58,"Lexington Park, MD",Full-time,,7970.83,0,
3699080910,Technology & IT,Cloud Systems Administrator,"['aws', 'docker', 'education', 'operations', 'leadership', 'linux', 'devops', 'mentoring', 'sql']",3,Bachelor's,1.58,"Saint Inigoes, MD",Full-time,,7970.83,0,
3693048939,Technology & IT,Cloud Testing Consultant,"['research', 'risk management', 'operations', 'auditing', 'compliance', 'communication', 'project management', 'analytical']",2,Bachelor's,1.0,United States,Contract,Associate,11266.67,0,1.0
3693065792,Admin & Clerical,Cloudera Admin,"['adaptability', 'teamwork', 'communication', 'python', 'problem solving']",0,Bachelor's,1.0,"Denver, CO",Contract,,,1,
3756131480,Other,Cloverleaf Integration Analyst,"['customer service', 'operations', 'patient care', 'healthcare', 'leadership', 'emr']",5,Bachelor's,1.0,United States,Contract,Mid-Senior level,,1,1.0
3749352460,Other,Club Reception,"['communication', 'salesforce', 'mentoring', 'conflict resolution']",1,Bachelor's,1.0,"West Hollywood, CA",Full-time,Entry level,,1,
3757461688,Other,Clublife Concierge,"['attention to detail', 'operations', 'onboarding', 'communication', 'hospitality', 'social media', 'excel']",1,Bachelor's,1.0,"Gibsonia, PA",Part-time,Entry level,,1,
3757737115,Business Strategy & Consulting,Cmo Quality Consultant,"['manufacturing', 'operations', 'auditing', 'communication', 'compliance']",5,High School / Diploma,1.0,"Albany, NY",Contract,Mid-Senior level,12133.33,0,
3697395239,Other,Cmp,"['mathematics', 'research', 'education', 'manufacturing', 'recruitment', 'healthcare', 'r', 'statistics', 'critical thinking', 'analytical', 'machine learning']",0,PhD,1.0,"Boise, ID",Full-time,,,1,
3701372633,Other,Cmp Technical Services Specialist,"['research', 'education', 'customer service', 'c', 'procurement', 'quality control', 'teaching', 'leadership', 'surgery', 'technical support']",1,Bachelor's,1.0,"College Station, TX",Full-time,Entry level,,1,
3749355682,Other,Cmt Tech,"['communication', 'compliance']",1,Bachelor's,1.0,"Denver, CO",Full-time,Entry level,,1,
3749357476,Other,Cnc,"['attention to detail', 'safety']",1,Bachelor's,1.0,"Grandville, MI",Full-time,Entry level,,1,
3757748170,Engineering,Cnc Engineering Manager,"['safety', 'manufacturing']",5,Master's,1.0,"Battle Creek, MI",Full-time,Mid-Senior level,10416.67,0,
3694116228,"Construction, Facilities & Trades",Cnc Lathe Prototype Machinist,"['attention to detail', 'safety', 'operations', 'compliance']",3,Bachelor's,1.0,"Paramount, CA",Full-time,,5373.33,0,
3699083436,Other,Cnc Machine Builder,"['education', 'manufacturing', 'safety', 'time management', 'troubleshooting']",4,Bachelor's,1.0,"Troy, MI",Full-time,Director,5286.67,0,
3697397640,Technology & IT,Cnc Machine Programmer,"['solidworks', 'operations']",5,Bachelor's,1.0,"Vancouver, WA",Full-time,Entry level,6066.67,0,
3699083502,"Construction, Facilities & Trades",Cnc Machinist,"['data entry', 'manufacturing', 'education', 'safety', 'communication', 'r']",1,High School / Diploma,2.57,"Birmingham, AL",Full-time,Entry level,5633.33,0,
3699085418,"Construction, Facilities & Trades",Cnc Machinist,"['education', 'adaptability', 'teamwork', 'communication', 'problem solving']",0,High School / Diploma,2.57,"Pittsburgh, PA",Full-time,Internship,,1,
3756147198,"Construction, Facilities & Trades",Cnc Machinist,"['attention to detail', 'manufacturing', 'teamwork', 'quality control', 'safety', 'communication', 'troubleshooting']",3,High School / Diploma,2.57,"Metuchen, NJ",Full-time,Entry level,4333.33,0,
3757495816,"Construction, Facilities & Trades",Cnc Machinist,"['mathematics', 'agriculture', 'operations']",1,High School / Diploma,2.57,"Grantsburg, WI",Full-time,,,1,
3757467440,"Construction, Facilities & Trades",Cnc Machinist,"['robotics', 'recruitment', 'manufacturing', 'logistics', 'operations', 'communication', 'troubleshooting']",2,High School / Diploma,2.57,"Cincinnati, OH",Full-time,Associate,4160.0,0,
3757724942,"Construction, Facilities & Trades",Cnc Machinist B,"['research', 'education', 'budgeting', 'safety', 'communication']",1,High School / Diploma,1.0,"Creedmoor, NC",Full-time,Entry level,,1,
3693041864,"Construction, Facilities & Trades",Cnc Milling Machinist,"['communication', 'adaptability', 'teamwork', 'problem solving']",0,Bachelor's,1.0,"Waterboro, ME",Full-time,,,1,
3749344997,Technology & IT,Cnc Programmer,"['safety', 'manufacturing', 'education', 'excel']",5,Bachelor's,1.58,"Warren, MA",Full-time,Mid-Senior level,,1,
3755574867,Technology & IT,Cnc Programmer,"['mathematics', 'solidworks', 'education', 'manufacturing', 'erp', 'communication']",0,Bachelor's,1.58,"Massachusetts, United States",Full-time,,,1,1.0
3757728507,Other,Cnc Vtl Operator,"['safety', 'education', 'operations']",5,Bachelor's,1.0,"Costa Mesa, CA",Full-time,Mid-Senior level,3986.67,0,
3757496539,"Design, Media & Creative",Cnn Politics Editor,"['communication', 'adaptability', 'teamwork', 'problem solving']",4,Bachelor's,1.0,"Washington, DC",Full-time,Mid-Senior level,,1,
3701314658,Technology & IT,Cno Developer,"['communication', 'c', 'healthcare', 'operations']",5,Bachelor's,1.0,"Hanover, MD",Full-time,Mid-Senior level,15625.0,0,
3755580242,Other,Co Executive Director,"['strategy', 'farming', 'advocacy', 'agriculture', 'leadership', 'communication']",10,Master's,1.0,"Charlottesville, VA",Full-time,,6656.17,0,
3701361994,Education & Training,Coach,"['customer service', 'adaptability', 'budgeting', 'operations', 'teaching', 'compliance', 'leadership', 'mentoring', 'performance management']",1,Bachelor's,2.31,"Alpharetta, GA",Full-time,Entry level,,1,
3701308207,Education & Training,Coach,"['customer service', 'teamwork', 'teaching', 'compliance', 'leadership']",0,Bachelor's,2.31,"Sylvania, OH",Full-time,,,1,
3697358269,Education & Training,Coach,"['leadership', 'education', 'mentoring']",5,Master's,2.31,"West Palm Beach, FL",Full-time,Mid-Senior level,,1,
3701363631,Education & Training,Coach,"['customer service', 'adaptability', 'budgeting', 'operations', 'teaching', 'compliance', 'leadership', 'mentoring', 'performance management']",1,Bachelor's,2.31,"Canyon, TX",Full-time,Entry level,,1,
3749377441,Healthcare & Medical,Coach Counselor,"['data entry', 'education', 'operations', 'safety', 'teaching', 'statistics', 'problem solving']",1,Bachelor's,1.0,"Minden, NV",Full-time,Director,,1,
3701314027,Education & Training,Coach Swim,"['cpr', 'teaching']",4,High School / Diploma,1.0,"Granger, IN",Full-time,Mid-Senior level,,1,
3749340412,Other,Coaches,"['leadership', 'social media', 'communication', 'lead generation']",5,Bachelor's,1.0,"New York, United States",Full-time,,,1,1.0
3749375184,Other,Coal Operator,"['manufacturing', 'operations', 'safety', 'agriculture', 'communication', 'time management', 'problem solving', 'troubleshooting']",2,High School / Diploma,1.0,"Norfolk, VA",Full-time,Entry level,5879.47,0,
3757734152,Other,Coalition Administrator,"['research', 'education', 'advocacy', 'communication', 'social media', 'public relations', 'project management', 'event planning']",3,Bachelor's,1.0,United States,Part-time,,,1,1.0
3757730565,Project & Product Management,Coastal Operations Officer,"['recruitment', 'operations', 'safety', 'leadership', 'communication']",5,Bachelor's,1.99,"Dover, DE",Full-time,Mid-Senior level,,1,
3757904832,Project & Product Management,Coastal Operations Officer,"['recruitment', 'operations', 'safety', 'leadership', 'communication']",5,Bachelor's,1.99,"Dover, DE",Full-time,Mid-Senior level,,1,
3757410814,Project & Product Management,Coastal Operations Officer,"['recruitment', 'operations', 'safety', 'leadership', 'communication']",5,Bachelor's,1.99,"Dover, DE",Full-time,Mid-Senior level,,1,
3755575988,Other,Coastal Resilience Specialist,"['social media', 'research', 'safety', 'communication']",4,Master's,1.0,"Chesterton, IN",Full-time,,,1,
3701306922,Technology & IT,Cobol Developer,"['project management', 'erp']",5,Bachelor's,1.0,"Des Moines, IA",Full-time,Entry level,,1,1.0
3757483451,Food & Hospitality,Cocktail Server,"['leadership', 'hospitality', 'education', 'teamwork']",1,Bachelor's,1.99,"New York, New York, United States",Full-time,Entry level,,1,
3757485340,Food & Hospitality,Cocktail Server,"['leadership', 'hospitality', 'education', 'teamwork']",1,Bachelor's,1.99,Greater Orlando,Full-time,Entry level,,1,
3755153952,Food & Hospitality,Cocktail Server,"['communication', 'adaptability', 'teamwork', 'problem solving']",0,Bachelor's,1.99,"Charleston, SC",Full-time,,6066.67,0,
3757708947,Other,Coder,"['education', 'c', 'teamwork', 'communication', 'mentoring']",3,Bachelor's,1.0,"Harrisburg, PA",Full-time,Mid-Senior level,11216.67,0,
3697393556,Other,Codes Manager,"['research', 'education', 'manufacturing', 'compliance', 'leadership', 'crm', 'excel']",7,Bachelor's,1.0,"Broomfield, CO",Full-time,Mid-Senior level,,1,1.0
3755578039,Legal & Compliance,Coding Compliance Coordinator,"['physiology', 'education', 'anatomy', 'safety', 'auditing', 'leadership', 'compliance', 'communication', 'critical thinking']",0,Bachelor's,1.0,United States,Contract,,,1,1.0
3749391425,Other,Coe Correspondence Specialist,"['attention to detail', 'education', 'recruitment', 'compliance', 'communication', 'onboarding', 'powerpoint', 'excel', 'analytical']",5,Master's,1.0,"New York, United States",Full-time,Mid-Senior level,,1,
3756133286,Other,Coffee Attendant,"['customer service', 'food safety']",1,Bachelor's,1.0,"Odessa, TX",Full-time,Entry level,2368.6,0,
3700691884,Other,Coffee Roaster,"['adaptability', 'customer service', 'teamwork', 'communication', 'problem solving']",0,Bachelor's,1.0,"Bellevue, WA",Full-time,,,1,
3757916658,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
3757168690,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
3756913696,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
3757420833,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
3756500607,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
3757738642,Project & Product Management,Cogent Project Engineering Manager,"['education', 'budgeting', 'project management', 'problem solving', 'troubleshooting', 'analytical']",15,Bachelor's,2.79,"Washington, DC",Full-time,Entry level,,1,
1689807847,Other,Cognitive Skills Clinician,"['research', 'adaptability', 'teamwork', 'communication', 'problem solving']",4,Bachelor's,1.0,"Duluth, MN",Part-time,,3120.0,0,
3749365867,Other,Coin Processor,"['safety', 'logistics', 'accounting']",18,Bachelor's,1.0,"Cincinnati, OH",Full-time,,,1,
3755560205,Engineering,Collaboration Engineer,"['communication', 'powerpoint', 'mentoring', 'shell']",5,Bachelor's,1.0,United States,Contract,Mid-Senior level,,1,1.0
3756929035,Engineering,Collaboration Solutions Engineer,"['strategy', 'mentoring', 'sales strategy', 'tableau']",0,Bachelor's,1.0,"Des Moines, IA",Full-time,,16691.67,0,
3755590647,Other,Collateral Manager,"['vendor management', 'attention to detail', 'risk management', 'operations', 'quality control', 'compliance']",0,Bachelor's,1.0,"Austin, TX",Full-time,,4333.33,0,
3701318548,Other,Colleague,"['education', 'customer service', 'safety', 'hospitality', 'restaurant management']",2,Bachelor's,1.0,"Pittsburgh, PA",Part-time,,,1,
3757725316,Other,Collections Administrator,"['education', 'manufacturing', 'communication', 'r', 'negotiation']",5,Bachelor's,1.0,"Lewisville, TX",Full-time,Entry level,,1,
3757908303,Other,Collections Associate,"['attention to detail', 'communication', 'customer service', 'excel']",3,High School / Diploma,1.0,"Jacksonville, FL",Full-time,,4160.0,0,
3693583751,Other,Collections Manager,"['research', 'data entry', 'compliance', 'communication', 'project management', 'powerpoint', 'excel']",0,Master's,1.0,"Vancouver, WA",Full-time,,3206.67,0,
3701321446,Other,Collections Resolution Specialist,"['attention to detail', 'research', 'communication', 'negotiation']",2,High School / Diploma,1.0,"Raleigh, NC",Full-time,,,1,
3757459730,Other,Collections Specialist,"['erp', 'excel']",1,Bachelor's,2.98,"Delray Beach, FL",Full-time,Associate,4420.0,0,
3693051280,Other,Collections Specialist,"['communication', 'customer service', 'compliance']",1,Bachelor's,2.98,"Greer, SC",Full-time,Associate,3293.33,0,
3694100499,Other,Collections Specialist,"['education', 'customer service', 'adaptability', 'operations', 'accounts receivable', 'erp', 'healthcare', 'accounting', 'leadership', 'compliance', 'time management', 'communication', 'project management', 'excel', 'analytical']",3,Master's,2.98,"Tacoma, WA",Full-time,,,1,1.0
3757470934,Other,Collections Specialist,"['customer service', 'accounts receivable', 'erp', 'sap', 'accounting', 'communication']",3,Master's,2.98,"Beltsville, MD",Full-time,,4489.33,0,
3757484082,Other,Collections Specialist,"['operations', 'safety', 'compliance', 'time management', 'accounting', 'communication', 'statistics', 'presentation skills', 'analytical']",5,High School / Diploma,2.98,"Tinton Falls, NJ",Full-time,Mid-Senior level,3553.33,0,
3693046687,Other,Collections Specialist,"['customer service', 'recruitment', 'accounts receivable', 'accounting', 'communication', 'excel', 'analytical']",3,Master's,2.98,"Brentwood, TN",Full-time,Associate,4583.33,0,
3694105845,Other,Collections Specialist,"['communication', 'adaptability', 'teamwork', 'problem solving']",1,Bachelor's,2.98,"Florida, United States",Full-time,Entry level,3033.33,0,1.0
3697388540,Other,Collector,"['education', 'customer service', 'quality control', 'time management', 'communication', 'problem solving']",2,High School / Diploma,1.99,"Hillsboro, OR",Full-time,Associate,3541.2,0,
3701371540,Other,Collector,"['communication', 'adaptability', 'teamwork', 'problem solving']",1,High School / Diploma,1.99,"Oak Ridge, TN",Temporary,Entry level,,1,
3701372522,Other,Collector,"['communication', 'adaptability', 'teamwork', 'problem solving']",1,High School / Diploma,1.99,"Oak Ridge, TN",Full-time,Entry level,,1,
3693582655,Other,College,"['education', 'advocacy', 'compliance']",0,Bachelor's,1.0,"Columbus, OH",Internship,Internship,,1,
3694104429,Other,College Access Associate,"['operations', 'communication', 'leadership', 'css', 'time management']",0,Bachelor's,1.0,"Los Angeles, CA",Full-time,,4166.67,0,
3749343640,Business Strategy & Consulting,College Affordability Advisor,"['research', 'education', 'recruitment', 'salesforce', 'communication', 'leadership', 'powerpoint', 'excel']",0,Bachelor's,1.0,"Oakland, CA",Full-time,,3650.0,0,
3757740602,Sales & Retail,College Campus Holiday Sales Rep,"['communication', 'cold calling', 'social media']",0,Bachelor's,1.0,United States,Contract,,,1,1.0
3693045716,Other,College Graduates,"['crm', 'manufacturing', 'supply chain', 'lead generation']",1,Bachelor's,1.0,"Memphis, TN",Full-time,Entry level,,1,
3757702328,Other,College Readiness Manager,"['communication', 'education', 'budgeting']",5,Bachelor's,1.0,"New York, NY",Full-time,Mid-Senior level,7083.33,0,
3701328363,Marketing & PR,Collegiate Marketing,"['event planning', 'social media', 'customer service', 'leadership']",0,Master's,1.0,"Boca Raton, FL",Full-time,Internship,,1,
3757451059,Business Strategy & Consulting,Collibra Consultant,"['onboarding', 'excel']",5,Bachelor's,1.0,"New York, United States",Full-time,Mid-Senior level,10833.33,0,
3757459995,Engineering,Collision Estimator,"['customer service', 'safety', 'compliance', 'communication', 'time management']",18,Bachelor's,1.0,"Longview, TX",Full-time,Mid-Senior level,,1,
3757464806,Other,Collision General Manager,"['leadership', 'risk management', 'customer service']",12,Bachelor's,1.58,"Salt Lake City, UT",Full-time,Executive,,1,
3757747937,Other,Collision General Manager,"['attention to detail', 'education', 'operations', 'safety', 'compliance', 'leadership', 'r']",12,Bachelor's,1.58,"West Baton Rouge Parish County, LA",Full-time,Executive,7916.67,0,
3756110739,Other,Combination Building Inspector,"['attention to detail', 'teamwork', 'compliance', 'communication', 'time management']",2,Bachelor's,1.0,"Tyrone, GA",Full-time,Associate,,1,
3697350092,"Construction, Facilities & Trades",Combo Welder,"['adaptability', 'teamwork', 'safety', 'communication', 'problem solving']",1,Bachelor's,1.0,"Beaumont, TX",Full-time,Entry level,,1,
3697395165,Engineering,Combustion Engineer,"['structural analysis', 'strategy', 'manufacturing', 'aerospace engineering']",10,PhD,1.0,"Long Beach, CA",Full-time,Mid-Senior level,,1,
