candidate_id,industry_sector,candidate_skills,experience_years,education_level,skill_count
10659182,Legal & Compliance,"['cpr', 'medical terminology', 'education', 'customer service', 'adaptability', 'operations', 'teaching', 'communication']",10,Bachelor's,8
35344611,Legal & Compliance,"['strategy', 'payroll', 'customer service', 'education', 'operations', 'healthcare', 'leadership', 'onboarding', 'r', 'analytical', 'performance management', 'strategic planning']",0,High School / Diploma,12
13342150,Legal & Compliance,"['medical terminology', 'payroll', 'customer service', 'education', 'budgeting', 'operations', 'safety', 'compliance', 'communication', 'social media', 'onboarding', 'powerpoint', 'time management', 'emr', 'hipaa', 'excel', 'critical thinking', 'account management']",0,Bachelor's,18
28111403,Legal & Compliance,"['research', 'education', 'c', 'budgeting', 'operations', 'advocacy', 'quality control', 'teaching', 'compliance', 'communication', 'leadership', 'project management', 'employee relations', 'nursing', 'strategic planning']",0,Master's,15
34327438,Legal & Compliance,"['research', 'education', 'c', 'procurement', 'operations', 'compliance', 'communication', 'legal research', 'taxation']",0,High School / Diploma,9
15958967,Legal & Compliance,"['research', 'education', 'physiology', 'html', 'patient care', 'anatomy', 'teaching', 'safety', 'leadership', 'surgery', 'troubleshooting', 'nursing', 'critical thinking']",0,PhD,13
13115648,Legal & Compliance,"['education', 'customer service', 'recruitment', 'safety', 'teaching', 'compliance', 'leadership', 'project management', 'problem solving', 'excel', 'event planning']",0,Bachelor's,11
46772262,Legal & Compliance,"['research', 'education', 'teamwork', 'patient care', 'healthcare', 'patient assessment', 'communication', 'leadership', 'nursing', 'critical thinking']",0,Master's,10
38059130,Legal & Compliance,"['payroll', 'education', 'recruitment', 'operations', 'compliance', 'leadership', 'project management', 'powerpoint', 'excel', 'employee relations', 'strategic planning']",0,Master's,11
24695561,Legal & Compliance,"['strategy', 'education', 'c', 'procurement', 'operations', 'healthcare', 'compliance', 'leadership']",0,Bachelor's,8
93512385,Legal & Compliance,"['financial modeling', 'education', 'equities', 'corporate finance', 'investment banking', 'accounting']",0,Bachelor's,6
38698573,Legal & Compliance,"['education', 'customer service', 'teamwork', 'conflict resolution', 'safety', 'compliance', 'onboarding', 'communication', 'excel', 'employee relations', 'hris']",0,High School / Diploma,11
18090899,Legal & Compliance,"['strategy', 'education', 'operations', 'crm', 'litigation', 'project management', 'excel']",0,Bachelor's,7
23804341,Legal & Compliance,"['education', 'customer service', 'budgeting', 'operations', 'communication', 'nursing']",10,Bachelor's,6
29177904,Legal & Compliance,"['research', 'payroll', 'education', 'c', 'operations', 'project management', 'excel']",13,Master's,7
17911230,Legal & Compliance,"['education', 'conflict resolution', 'lesson planning', 'quality control', 'classroom management', 'teaching', 'public speaking', 'leadership', 'mentoring']",18,Bachelor's,9
19926135,Legal & Compliance,"['education', 'data entry', 'conflict resolution', 'operations', 'safety', 'healthcare', 'compliance', 'communication', 'problem solving', 'excel', 'nursing', 'critical thinking', 'negotiation']",0,Bachelor's,13
44115326,Legal & Compliance,"['aws', 'unix', 'bash', 'education', 'oracle', 'operations', 'react', 'ux', 'communication', 'java', 'perl', 'shell', 'troubleshooting', 'linux', 'sql']",0,Master's,15
75435017,Legal & Compliance,"['cpr', 'education', 'adaptability', 'patient care', 'safety', 'healthcare', 'auditing', 'surgery', 'nursing', 'critical thinking']",10,High School / Diploma,10
19234823,Legal & Compliance,"['payroll', 'customer service', 'education', 'budgeting', 'operations', 'accounts receivable', 'accounting', 'financial reporting', 'communication', 'time management', 'leadership', 'problem solving', 'financial analysis', 'excel', 'analytical', 'accounts payable']",0,Bachelor's,16
13809698,Legal & Compliance,"['education', 'payroll', 'customer service', 'quality control', 'safety', 'healthcare', 'compliance', 'powerpoint', 'problem solving', 'excel', 'nursing']",0,Master's,11
17254634,Legal & Compliance,"['attention to detail', 'medical terminology', 'education', 'customer service', 'pharmacology', 'anatomy', 'patient care', 'inventory management', 'powerpoint', 'excel', 'hipaa', 'nursing', 'physiology', 'troubleshooting']",0,Master's,14
28871170,Legal & Compliance,"['strategy', 'research', 'education', 'advocacy', 'communication', 'leadership', 'problem solving', 'special education']",0,Bachelor's,8
24946537,Legal & Compliance,"['ppc', 'strategy', 'research', 'cold calling', 'education', 'google analytics', 'operations', 'salesforce', 'seo', 'compliance', 'accounting', 'sem', 'excel', 'analytical']",0,Bachelor's,14
28635795,Legal & Compliance,"['education', 'rehabilitation', 'compliance', 'communication', 'powerpoint', 'excel']",0,Bachelor's,6
24763208,Legal & Compliance,"['cpr', 'education', 'customer service', 'operations', 'teaching', 'compliance', 'communication', 'special education', 'strategic planning']",0,Bachelor's,9
17165107,Legal & Compliance,"['research', 'education', 'operations', 'social media', 'powerpoint', 'excel', 'physiology']",0,Master's,7
65708020,Sales & Retail,"['cold calling', 'education', 'customer service', 'logistics', 'operations', 'budgeting', 'sales strategy', 'strategic planning', 'compliance', 'inventory management', 'leadership', 'statistics', 'analytical', 'accounts payable', 'account management']",10,Bachelor's,15
36805025,Sales & Retail,"['research', 'education', 'operations', 'compliance', 'leadership', 'communication', 'project management', 'six sigma', 'negotiation', 'account management']",17,Bachelor's,10
13080868,Sales & Retail,"['payroll', 'education', 'food safety', 'operations', 'photoshop', 'social media', 'illustrator', 'mentoring']",0,Bachelor's,8
20748929,Sales & Retail,"['education', 'customer service', 'sales strategy', 'operations', 'quality control', 'negotiation', 'safety', 'crm', 'communication', 'excel', 'troubleshooting', 'sql', 'strategic planning']",0,Bachelor's,13
26581830,Sales & Retail,"['attention to detail', 'research', 'education', 'customer service', 'data entry', 'logistics', 'content marketing', 'communication', 'critical thinking', 'project management', 'problem solving', 'excel', 'analytical', 'performance management']",0,High School / Diploma,14
38688388,Sales & Retail,"['cold calling', 'education', 'customer service', 'logistics', 'operations', 'strategic planning', 'compliance', 'leadership', 'auditing', 'inventory management', 'account management']",0,Bachelor's,11
25397102,Sales & Retail,"['attention to detail', 'research', 'education', 'customer service', 'oracle', 'budgeting', 'quality control', 'negotiation', 'sap', 'public speaking', 'communication', 'leadership', 'time management', 'python', 'problem solving', 'excel', 'analytical', 'sql']",0,Bachelor's,18
12059198,Sales & Retail,"['education', 'customer service', 'operations', 'quality control', 'strategic planning', 'compliance', 'communication', 'leadership', 'account management']",0,Master's,9
10228751,Sales & Retail,"['attention to detail', 'cpr', 'cold calling', 'education', 'payroll', 'recruitment', 'content marketing', 'strategic planning', 'healthcare', 'compliance', 'powerpoint', 'problem solving', 'excel', 'hipaa', 'nursing', 'critical thinking', 'account management']",10,Bachelor's,17
61677751,Sales & Retail,"['b2b sales', 'research', 'education', 'customer service', 'c', 'supply chain', 'operations', 'logistics', 'salesforce', 'photoshop', 'accounting', 'crm', 'illustrator', 'project management', 'technical support', 'six sigma']",15,Bachelor's,16
20553895,Sales & Retail,"['customer service', 'conflict resolution', 'crm', 'communication', 'time management', 'leadership', 'social media']",0,Bachelor's,7
18757174,Sales & Retail,"['research', 'education', 'teamwork', 'operations', 'quality control', 'accounting', 'leadership', 'compliance', 'problem solving', 'excel', 'technical support']",8,Bachelor's,11
14726000,Sales & Retail,"['education', 'risk management', 'oracle', 'operations', 'compliance', 'communication', 'project management', 'powerpoint', 'statistics', 'excel', 'mentoring']",0,Master's,11
29208172,Sales & Retail,"['attention to detail', 'customer service', 'leadership', 'portfolio management', 'critical thinking', 'account management', 'education', 'risk management', 'recruitment', 'budgeting', 'lead generation', 'sap', 'accounting', 'crm', 'project management', 'oracle', 'supply chain', 'c', 'communication', 'social media', 'problem solving', 'wealth management', 'performance management', 'operations', 'business intelligence']",0,Master's,25
40792022,Sales & Retail,"['education', 'customer service', 'supply chain', 'advocacy', 'operations', 'budgeting', 'safety', 'healthcare', 'leadership', 'project management', 'negotiation', 'strategic planning']",0,Master's,12
17095812,Sales & Retail,"['research', 'data entry', 'customer service', 'pharmacology', 'healthcare', 'communication', 'public relations', 'problem solving']",1,High School / Diploma,8
27850777,Sales & Retail,"['research', 'cold calling', 'education', 'logistics', 'lead generation', 'content marketing', 'crm', 'talent acquisition', 'analytical', 'negotiation', 'account management']",0,Bachelor's,11
90629382,Sales & Retail,"['research', 'education', 'budgeting', 'procurement', 'accounting', 'leadership', 'public relations', 'communication', 'project management', 'problem solving', 'compliance', 'excel', 'financial analysis', 'account management']",0,Master's,14
34797369,Sales & Retail,"['research', 'education', 'social media', 'communication', 'powerpoint', 'excel', 'mentoring']",0,Master's,7
98379112,Sales & Retail,"['research', 'payroll', 'customer service', 'education', 'budgeting', 'operations', 'compliance', 'leadership', 'analytical']",0,Bachelor's,9
37521676,Sales & Retail,"['education', 'account management', 'c', 'oracle', 'conflict resolution', 'operations', 'erp', 'sap', 'leadership', 'communication', 'project management', 'negotiation', 'strategic planning']",20,Bachelor's,13
10501991,Sales & Retail,"['attention to detail', 'cpr', 'research', 'education', 'customer service', 'operations', 'salesforce', 'leadership']",0,PhD,8
18293620,Sales & Retail,"['cold calling', 'education', 'research', 'logistics', 'operations', 'conflict resolution', 'healthcare', 'accounting', 'compliance', 'social media', 'hospitality', 'crm', 'accounts payable']",12,Bachelor's,13
19557384,Sales & Retail,"['strategy', 'research', 'education', 'manufacturing', 'supply chain', 'html', 'c', 'logistics', 'photoshop', 'teaching', 'leadership', 'analytical']",7,Master's,12
15423153,Sales & Retail,"['attention to detail', 'customer service', 'leadership', 'b2c', 'education', 'recruitment', 'lead generation', 'google analytics', 'html', 'crm', 'project management', 'content marketing', 'social media', 'communication', 'time management', 'ppc', 'facebook ads', 'strategy', 'operations', 'seo', 'hubspot', 'email marketing']",3,Master's,22
20357858,Sales & Retail,"['strategy', 'education', 'sales strategy', 'operations', 'content marketing', 'lead generation', 'salesforce', 'teaching', 'communication', 'public relations', 'leadership', 'powerpoint', 'statistics', 'excel', 'email marketing', 'negotiation', 'account management']",0,Bachelor's,17
12546838,Sales & Retail,"['strategy', 'research', 'education', 'manufacturing', 'oracle', 'customer service', 'erp', 'sap', 'photoshop', 'communication', 'time management', 'r', 'powerpoint', 'project management', 'aviation', 'excel', 'python', 'linux']",11,Master's,18
24647386,Sales & Retail,"['cold calling', 'payroll', 'risk management', 'education', 'operations', 'equities', 'accounting', 'auditing', 'crm', 'financial analysis', 'negotiation', 'account management']",0,Bachelor's,12
23568641,Sales & Retail,"['education', 'teamwork', 'lead generation', 'salesforce', 'healthcare', 'crm', 'public relations', 'financial analysis', 'negotiation']",20,Bachelor's,9
22423839,Sales & Retail,"['strategy', 'education', 'logistics', 'operations', 'inventory management', 'communication', 'statistics']",10,High School / Diploma,7
19738730,Sales & Retail,"['education', 'culinary skills', 'safety', 'communication', 'restaurant management']",0,Bachelor's,5
32531824,Sales & Retail,"['strategy', 'education', 'operations', 'zendesk', 'tableau', 'communication']",0,Bachelor's,6
34046031,Sales & Retail,"['research', 'payroll', 'education', 'recruitment', 'operations', 'teaching', 'compliance', 'presentation skills']",0,Master's,8
14825300,Sales & Retail,"['strategy', 'education', 'c', 'operations', 'salesforce', 'accounting', 'leadership', 'project management', 'mentoring', 'account management']",0,Master's,10
37391947,Sales & Retail,"['research', 'education', 'customer service', 'compliance', 'excel']",10,Bachelor's,5
26896699,Sales & Retail,"['education', 'manufacturing', 'c', 'operations', 'salesforce', 'healthcare', 'crm', 'six sigma']",0,High School / Diploma,8
11289482,Sales & Retail,"['vendor management', 'strategy', 'education', 'customer service', 'operations', 'quality control', 'compliance', 'communication', 'leadership', 'project management', 'strategic planning']",0,Bachelor's,11
29908929,Sales & Retail,"['attention to detail', 'research', 'education', 'operations', 'safety', 'leadership', 'public relations', 'social media', 'powerpoint', 'nursing']",5,Bachelor's,10
10704573,Sales & Retail,"['education', 'budgeting', 'operations', 'sales strategy', 'accounts receivable', 'public speaking', 'leadership', 'financial analysis', 'analytical']",10,Bachelor's,9
14990354,Sales & Retail,"['strategy', 'education', 'c', 'communication', 'leadership', 'project management', 'account management']",0,Master's,7
24964303,Sales & Retail,"['strategy', 'education', 'c', 'sales strategy', 'operations', 'content marketing', 'salesforce', 'ux', 'communication', 'onboarding', 'leadership', 'project management', 'crm']",0,Master's,13
82118447,Sales & Retail,"['research', 'payroll', 'customer service', 'c', 'lead generation', 'education', 'brand management', 'corporate finance', 'leadership', 'time management', 'problem solving', 'account management']",0,PhD,12
18236085,Sales & Retail,"['education', 'healthcare', 'communication', 'leadership', 'nursing']",6,Bachelor's,5
29825044,Sales & Retail,"['strategy', 'research', 'education', 'quality control', 'salesforce', 'photoshop', 'crm', 'media relations', 'illustrator', 'analytical']",0,Master's,10
77576845,Sales & Retail,"['strategy', 'education', 'risk management', 'budgeting', 'operations', 'safety', 'leadership', 'powerpoint', 'excel', 'six sigma', 'strategic planning']",22,Bachelor's,11
39237915,Sales & Retail,"['cpr', 'research', 'education', 'risk management', 'customer service', 'budgeting', 'supply chain', 'manufacturing', 'operations', 'client retention', 'accounting', 'inventory management', 'leadership', 'communication', 'project management']",15,Master's,15
28916894,Sales & Retail,"['strategy', 'education', 'budgeting', 'teaching', 'leadership', 'aviation', 'communication', 'public relations', 'strategic planning']",0,Master's,9
26278597,Sales & Retail,"['strategy', 'research', 'education', 'customer service', 'c', 'operations', 'safety', 'erp', 'communication', 'leadership', 'r', 'powerpoint', 'excel', 'analytical', 'negotiation']",0,Master's,15
80275976,Sales & Retail,"['mathematics', 'education', 'manufacturing', 'c', 'supply chain', 'compliance', 'communication', 'leadership', 'technical support', 'six sigma', 'account management']",0,Master's,11
11088337,Sales & Retail,"['research', 'education', 'customer service', 'excel', 'wealth management']",0,Bachelor's,5
23396633,Sales & Retail,"['strategy', 'research', 'education', 'unix', 'lead generation', 'ux', 'healthcare', 'onboarding', 'media relations', 'bloomberg']",0,Master's,10
12814706,Sales & Retail,"['strategy', 'cold calling', 'education', 'customer service', 'operations', 'communication', 'crm', 'r', 'problem solving', 'excel', 'negotiation', 'account management']",0,Bachelor's,12
39875803,Sales & Retail,"['education', 'operations', 'client retention', 'leadership', 'r', 'negotiation', 'account management']",1,Bachelor's,7
30938994,Sales & Retail,"['education', 'customer service', 'operations', 'safety', 'compliance', 'leadership', 'strategic planning']",0,Master's,7
16694152,Sales & Retail,"['cold calling', 'education', 'client retention', 'leadership', 'statistics', 'strategic planning']",0,Bachelor's,6
15233524,Sales & Retail,"['strategy', 'research', 'education', 'manufacturing', 'sales strategy', 'rehabilitation', 'safety', 'healthcare', 'leadership', 'excel']",0,Master's,10
81310245,Sales & Retail,"['b2b sales', 'education', 'risk management', 'operations', 'social media', 'communication']",0,High School / Diploma,6
22025574,Sales & Retail,"['education', 'operations', 'patient care', 'communication', 'nursing']",8,Master's,5
13888506,Sales & Retail,"['cold calling', 'education', 'customer service', 'c', 'procurement', 'salesforce', 'photoshop', 'safety', 'client retention', 'accounting', 'social media', 'crm', 'public speaking', 'leadership', 'public relations', 'illustrator', 'excel', 'powerpoint']",0,High School / Diploma,18
79759716,Sales & Retail,"['strategy', 'stakeholder management', 'education', 'google analytics', 'procurement', 'content marketing', 'social media', 'hubspot', 'powerpoint', 'excel', 'negotiation']",0,High School / Diploma,11
10541358,Sales & Retail,"['strategy', 'education', 'customer service', 'recruitment', 'conflict resolution', 'client retention', 'time management', 'inventory management', 'social media', 'communication', 'problem solving', 'powerpoint', 'excel', 'leadership', 'public relations']",0,High School / Diploma,15
31638814,Sales & Retail,"['research', 'education', 'customer service', 'negotiation']",6,Bachelor's,4
25370801,Sales & Retail,"['education', 'c']",0,Bachelor's,2
27796199,Sales & Retail,"['education', 'operations', 'rehabilitation', 'communication', 'time management']",0,High School / Diploma,5
10289113,Sales & Retail,"['education', 'c', 'operations', 'leadership', 'strategic planning']",3,Bachelor's,5
27219200,Sales & Retail,"['strategy', 'education', 'customer service', 'account management', 'budgeting', 'sales strategy', 'procurement', 'salesforce', 'compliance', 'leadership', 'crm', 'strategic planning']",0,Bachelor's,12
10235211,Sales & Retail,"['cold calling', 'education', 'spark', 'communication', 'problem solving', 'analytical', 'negotiation']",0,Bachelor's,7
14287992,Sales & Retail,"['education', 'customer service', 'teamwork', 'budgeting', 'content marketing', 'operations', 'safety', 'sap', 'accounting', 'leadership', 'time management', 'financial reporting', 'powerpoint', 'problem solving', 'financial analysis', 'excel', 'analytical', 'critical thinking']",0,Master's,18
47067533,Sales & Retail,"['cold calling', 'research', 'education', 'lead generation', 'healthcare', 'leadership', 'communication', 'crm']",0,Bachelor's,8
14241621,Sales & Retail,"['payroll', 'customer service', 'education', 'operations', 'compliance', 'leadership', 'communication', 'problem solving', 'account management']",7,High School / Diploma,9
27213082,Sales & Retail,"['strategy', 'education', 'manufacturing', 'risk management', 'budgeting', 'conflict resolution', 'logistics', 'safety', 'leadership', 'communication', 'project management', 'autocad', 'six sigma']",0,Master's,13
31813535,Sales & Retail,"['strategy', 'education', 'risk management', 'budgeting', 'conflict resolution', 'logistics', 'lean manufacturing', 'safety', 'leadership', 'aviation', 'communication', 'project management', 'autocad', 'six sigma']",0,Master's,14
17115815,Sales & Retail,"['strategy', 'cold calling', 'education', 'c', 'recruitment', 'lead generation', 'sap', 'communication', 'crm', 'excel', 'analytical']",0,Master's,11
20317319,Sales & Retail,"['research', 'cold calling', 'customer service', 'education', 'teaching', 'crm', 'public relations', 'powerpoint', 'excel', 'event planning', 'account management']",10,Bachelor's,11
38007664,Sales & Retail,"['education', 'c', 'healthcare', 'leadership', 'hipaa', 'taxation', 'analytical']",20,Bachelor's,7
24412546,Sales & Retail,"['cold calling', 'education', 'operations', 'accounting', 'public relations', 'r', 'hospitality', 'restaurant management', 'excel']",5,Master's,9
29014805,Sales & Retail,"['leadership', 'b2c', 'critical thinking', 'six sigma', 'account management', 'education', 'sap', 'project management', 'strategic planning', 'research', 'c', 'data mining', 'compliance', 'communication', 'social media', 'powerpoint', 'excel', 'strategy', 'operations', 'business intelligence', 'mentoring']",0,Master's,21
12377803,Sales & Retail,"['payroll', 'customer service', 'education', 'budgeting', 'accounts receivable', 'accounting', 'compliance', 'leadership', 'accounts payable']",0,Master's,9
32385553,Sales & Retail,"['payroll', 'education', 'operations', 'auditing', 'communication', 'accounting', 'leadership', 'accounts payable']",0,High School / Diploma,8
13199813,Sales & Retail,"['strategy', 'research', 'education', 'customer service', 'cold calling', 'conflict resolution', 'salesforce', 'public speaking', 'leadership', 'communication', 'crm', 'powerpoint', 'critical thinking', 'account management']",0,Bachelor's,14
11551946,Sales & Retail,"['strategy', 'education', 'manufacturing', 'operations', 'seo', 'auditing', 'leadership', 'strategic planning']",2,Master's,8
22765255,Sales & Retail,"['strategy', 'education', 'manufacturing', 'operations', 'safety', 'sap', 'leadership', 'communication', 'social media', 'project management', 'problem solving', 'crm', 'autocad', 'mentoring', 'six sigma', 'account management']",12,Master's,16
20427934,Sales & Retail,"['education', 'oracle', 'budgeting', 'operations', 'logistics', 'recruitment', 'accounting', 'java', 'social media', 'financial reporting', 'powerpoint', 'leadership', 'hospitality', 'excel']",0,Bachelor's,14
35673335,Sales & Retail,"['strategy', 'education', 'lead generation', 'operations', 'accounting', 'crm', 'business intelligence', 'negotiation']",2,High School / Diploma,8
16846478,Sales & Retail,"['strategy', 'cold calling', 'research', 'education', 'sales strategy', 'salesforce', 'crm']",0,Master's,7
89197180,Sales & Retail,"['data entry', 'customer service', 'supply chain', 'logistics', 'operations', 'education', 'accounting', 'project management', 'powerpoint', 'excel', 'negotiation']",0,Bachelor's,11
36574147,Sales & Retail,"['strategy', 'education', 'customer service', 'mentoring', 'compliance', 'leadership', 'analytical']",15,Bachelor's,7
27004930,Sales & Retail,"['education', 'customer service', 'compliance', 'leadership', 'crm', 'social media', 'project management', 'mentoring']",0,Associate's,8
12230301,Sales & Retail,"['presentation skills', 'education', 'budgeting', 'google analytics', 'crm', 'project management', 'graphic design', 'research', 'c', 'procurement', 'logistics', 'photoshop', 'brand management', 'corporate communications', 'communication', 'statistics', 'problem solving', 'powerpoint', 'excel', 'ppc', 'operations', 'seo', 'negotiation']",2,High School / Diploma,23
59696315,Sales & Retail,"['strategy', 'research', 'cold calling', 'customer service', 'c', 'sales strategy', 'farming', 'teamwork', 'education', 'seo', 'communication', 'leadership', 'sem', 'project management', 'problem solving', 'social media', 'presentation skills']",0,Bachelor's,17
20633855,Sales & Retail,"['cold calling', 'education', 'lead generation', 'salesforce', 'social media', 'communication', 'workday', 'account management']",0,Bachelor's,8
18311419,Sales & Retail,"['strategy', 'research', 'cold calling', 'education', 'recruitment', 'budgeting', 'healthcare', 'compliance', 'leadership', 'special education']",0,Bachelor's,10
16091352,Sales & Retail,"['cold calling', 'education', 'customer service', 'lead generation', 'rehabilitation', 'salesforce', 'teaching']",2,Master's,7
27375577,Sales & Retail,"['strategy', 'education', 'budgeting', 'operations', 'equities', 'salesforce', 'corporate finance', 'clinical research', 'crm', 'r']",7,Master's,10
25813953,Sales & Retail,"['payroll', 'customer service', 'education', 'operations', 'content marketing', 'social media', 'powerpoint', 'problem solving', 'excel', 'event planning']",0,High School / Diploma,10
76916835,Sales & Retail,"['education', 'customer service', 'manufacturing', 'multitasking', 'time management', 'communication']",1,Bachelor's,6
17730889,Sales & Retail,"['education', 'customer service', 'c', 'budgeting', 'communication', 'time management', 'public relations', 'leadership', 'negotiation']",0,Master's,9
67501448,Sales & Retail,"['education', 'c', 'teamwork', 'operations', 'accounting', 'social media', 'public relations', 'communication', 'problem solving', 'negotiation']",0,High School / Diploma,10
17421910,Sales & Retail,"['education', 'compliance', 'social media', 'powerpoint', 'financial analysis', 'excel', 'analytical', 'account management']",0,Master's,8
12632728,Sales & Retail,[],0,Bachelor's,0
91467795,Sales & Retail,"['research', 'cold calling', 'education', 'c', 'oracle', 'lead generation', 'quality control', 'salesforce', 'communication', 'public relations', 'r', 'project management', 'crm', 'event planning', 'analytical', 'account management']",0,Bachelor's,16
13574264,Sales & Retail,"['strategy', 'education', 'customer service', 'lead generation', 'operations', 'seo', 'spark', 'leadership', 'crm', 'sem', 'mentoring', 'account management']",0,Bachelor's,12
27139412,Sales & Retail,"['strategy', 'research', 'education', 'sales strategy', 'salesforce', 'sap', 'communication', 'leadership', 'account management']",0,Bachelor's,9
14070138,Sales & Retail,"['strategy', 'education', 'c', 'sales strategy', 'recruitment', 'compliance', 'communication', 'onboarding', 'physiology', 'strategic planning']",0,Bachelor's,10
15811992,Sales & Retail,"['strategy', 'payroll', 'customer service', 'education', 'accounting', 'leadership', 'event planning']",10,Master's,7
14871762,Sales & Retail,"['vendor management', 'education', 'manufacturing', 'adaptability', 'supply chain', 'operations', 'erp', 'tableau', 'leadership', 'java', 'python', 'business intelligence', 'r', 'project management', 'excel', 'sql']",0,Master's,16
17597372,Sales & Retail,"['safety', 'manufacturing', 'education']",0,Bachelor's,3
18937778,Sales & Retail,"['strategy', 'education', 'supply chain', 'sales strategy', 'communication', 'analytical']",15,Bachelor's,6
14861855,Sales & Retail,"['education', 'risk management', 'customer service', 'teamwork', 'operations', 'compliance', 'leadership', 'communication', 'social media', 'financial analysis', 'accounts payable', 'negotiation']",0,Master's,12
36170003,Sales & Retail,"['education', 'c', 'lead generation', 'salesforce', 'healthcare', 'leadership', 'communication', 'crm', 'civil engineering', 'negotiation', 'account management']",13,Bachelor's,11
27937592,Sales & Retail,"['strategy', 'education', 'customer service', 'sales strategy', 'operations', 'public relations', 'graphic design', 'email marketing', 'account management']",0,Bachelor's,9
16519708,Sales & Retail,"['strategy', 'education', 'recruitment', 'budgeting', 'operations', 'leadership', 'negotiation', 'strategic planning']",0,Master's,8
17602815,Sales & Retail,"['education', 'customer service', 'risk management', 'gaap', 'conflict resolution', 'safety', 'accounting', 'leadership', 'communication']",12,High School / Diploma,9
28337049,Sales & Retail,"['vendor management', 'data entry', 'customer service', 'education', 'logistics', 'operations', 'salesforce', 'multitasking', 'compliance', 'time management', 'problem solving', 'troubleshooting', 'technical support']",0,Bachelor's,13
33424600,Sales & Retail,"['cc', 'education', 'customer service', 'recruitment', 'operations', 'compliance', 'leadership', 'accounting', 'performance management', 'hris']",10,Bachelor's,10
32042584,Sales & Retail,"['research', 'education', 'c', 'sem', 'r', 'statistics', 'sql']",0,Bachelor's,7
14752209,Sales & Retail,"['education', 'account management', 'operations', 'salesforce', 'sap', 'project management', 'excel', 'strategic planning']",23,High School / Diploma,8
31273310,Sales & Retail,"['cold calling', 'research', 'education', 'customer service', 'html', 'operations', 'communication', 'leadership', 'time management', 'crm', 'social media', 'problem solving', 'analytical', 'account management']",0,Master's,14
14055971,Sales & Retail,"['attention to detail', 'payroll', 'education', 'customer service', 'communication', 'social media', 'gis', 'project management', 'problem solving', 'powerpoint', 'hipaa', 'excel', 'analytical']",1,High School / Diploma,13
95382114,Sales & Retail,"['attention to detail', 'strategy', 'research', 'financial modeling', 'education', 'lead generation', 'operations', 'content marketing', 'teamwork', 'strategic planning', 'financial reporting', 'leadership', 'crm', 'project management', 'problem solving', 'analytical', 'negotiation', 'account management']",0,Master's,18
23617240,Healthcare & Medical,"['manufacturing', 'healthcare', 'litigation', 'nursing', 'education', 'risk management', 'budgeting', 'safety', 'strategic planning', 'research', 'procurement', 'teaching', 'patient assessment', 'compliance', 'communication', 'strategy', 'gcp', 'rehabilitation', 'operations', 'triage', 'patient care']",0,Bachelor's,21
23138078,Healthcare & Medical,"['customer service', 'healthcare', 'leadership', 'critical thinking', 'vendor management', 'education', 'accounting', 'research', 'payroll', 'logistics', 'compliance', 'communication', 'time management', 'powerpoint', 'problem solving', 'excel', 'medical terminology', 'data entry', 'operations']",0,Master's,19
51777546,Healthcare & Medical,"['research', 'payroll', 'education', 'recruitment', 'c', 'operations', 'healthcare', 'accounting', 'onboarding', 'compliance', 'communication', 'powerpoint', 'excel']",0,Master's,13
69199666,Healthcare & Medical,"['research', 'payroll', 'education', 'healthcare', 'social media']",0,Bachelor's,5
93988900,Healthcare & Medical,"['healthcare', 'leadership', 'critical thinking', 'cpr', 'education', 'bls', 'public speaking', 'project management', 'solidworks', 'research', 'supply chain', 'logistics', 'photoshop', 'compliance', 'powerpoint', 'problem solving', 'excel', 'operations', 'patient care', 'public relations', 'event planning']",0,High School / Diploma,21
41910253,Healthcare & Medical,"['research', 'education', 'risk management', 'teamwork', 'operations', 'patient care', 'healthcare', 'compliance', 'leadership', 'communication', 'time management', 'powerpoint', 'project management', 'excel', 'strategic planning']",0,Bachelor's,15
28670024,Healthcare & Medical,"['education', 'adaptability', 'customer service', 'teamwork', 'operations', 'lesson planning', 'safety', 'teaching', 'healthcare', 'strategic planning', 'communication', 'social media', 'tutoring', 'analytical', 'technical support', 'account management']",0,Master's,16
36625776,Healthcare & Medical,"['cpr', 'education', 'healthcare', 'leadership', 'negotiation', 'strategic planning']",0,Master's,6
96260484,Healthcare & Medical,"['strategy', 'education', 'rehabilitation', 'patient care', 'teaching', 'healthcare', 'accounting', 'leadership', 'fitness training']",0,Master's,9
11378657,Healthcare & Medical,"['education', 'customer service', 'recruitment', 'healthcare', 'leadership', 'communication', 'powerpoint', 'excel']",0,High School / Diploma,8
34962725,Healthcare & Medical,"['cpr', 'data entry', 'education', 'patient care', 'operations', 'healthcare', 'compliance', 'leadership', 'hipaa', 'nursing']",0,High School / Diploma,10
18365443,Healthcare & Medical,"['strategy', 'education', 'customer service', 'operations', 'intellectual property', 'accounts receivable', 'healthcare', 'accounting', 'auditing', 'leadership', 'compliance', 'project management', 'kanban', 'technical support', 'sql']",10,Master's,15
26125407,Healthcare & Medical,"['research', 'education', 'patient care', 'quality control', 'healthcare', 'bls', 'accounting', 'communication', 'statistics', 'nursing', 'troubleshooting', 'analytical', 'technical support', 'strategic planning']",0,Bachelor's,14
54934269,Healthcare & Medical,"['cpr', 'attention to detail', 'education', 'customer service', 'teaching', 'healthcare', 'communication', 'excel', 'nursing', 'critical thinking', 'analytical']",5,Master's,11
