candidate_id,industry_sector_cand,candidate_skills,experience_years,education_level_cand,skill_count,sector_key,job_id,industry_sector_job,job_title,required_skills,minimum_experience_years,education_level_job,market_demand_score,location,formatted_work_type,formatted_experience_level,avg_salary,is_salary_confidential,remote_allowed,cand_soft_skills,cand_tech_skills,req_soft_skills,req_tech_skills,skill_match_ratio,missing_skills,missing_skill_count,experience_gap_years,edu_gap,salary_percentile,demand_n,overall_fit_score,scaled_fit_score
20390397,"Design, Media & Creative","['education', 'manufacturing', 'customer service', 'erp', 'sap', 'communication', 'autocad', 'project management', 'powerpoint', 'excel', 'troubleshooting', 'six sigma']",0,Bachelor's,12,"DESIGN, MEDIA & CREATIVE",3757447961,"Design, Media & Creative",Product Designer,"['attention to detail', 'operations', 'ux', 'compliance', 'onboarding', 'communication']",4,Bachelor's,4.72,"Austin, TX",Full-time,Mid-Senior level,13020.83,0,1.0,['communication'],"['education', 'manufacturing', 'customer service', 'erp', 'sap', 'autocad', 'project management', 'powerpoint', 'excel', 'troubleshooting', 'six sigma']",['communication'],"['attention to detail', 'operations', 'ux', 'compliance', 'onboarding']",0.0369,"['attention to detail', 'compliance', 'onboarding', 'operations', 'ux']",5,4,0,0.9251190476190476,0.472,0.0819,0.1054
11441764,Finance & Accounting,"['payroll', 'manufacturing', 'supply chain', 'gaap', 'operations', 'procurement', 'logistics', 'lean manufacturing', 'accounts receivable', 'sap', 'education', 'accounting', 'financial reporting', 'compliance', 'excel', 'ifrs', 'sql']",20,Master's,17,FINANCE & ACCOUNTING,3699074982,Finance & Accounting,Billing Specialist Research,"['research', 'education', 'operations', 'patient care', 'healthcare', 'compliance', 'accounting', 'communication', 'event planning', 'nursing']",1,PhD,1.0,"Brentwood, TN",Full-time,Mid-Senior level,,1,,[],"['payroll', 'manufacturing', 'supply chain', 'gaap', 'operations', 'procurement', 'logistics', 'lean manufacturing', 'accounts receivable', 'sap', 'education', 'accounting', 'financial reporting', 'compliance', 'excel', 'ifrs', 'sql']",['communication'],"['research', 'education', 'operations', 'patient care', 'healthcare', 'compliance', 'accounting', 'event planning', 'nursing']",0.1557,"['communication', 'event planning', 'healthcare', 'nursing', 'patient care', 'research']",6,0,1,0.5,0.1,0.1034,0.133
18856440,Business Strategy & Consulting,"['attention to detail', 'research', 'education', 'customer service', 'data entry', 'operations', 'safety', 'healthcare', 'accounting', 'leadership', 'communication', 'time management', 'powerpoint', 'excel', 'nursing']",28,High School / Diploma,15,BUSINESS STRATEGY & CONSULTING,3701361341,Business Strategy & Consulting,Service Advisor,"['communication', 'safety', 'operations']",5,High School / Diploma,1.58,"Irondale, AL",Full-time,Mid-Senior level,,1,,"['leadership', 'communication', 'time management']","['attention to detail', 'research', 'education', 'customer service', 'data entry', 'operations', 'safety', 'healthcare', 'accounting', 'powerpoint', 'excel', 'nursing']",['communication'],"['safety', 'operations']",1.0,[],0,0,0,0.5,0.158,0.6658,0.8566
16855929,Food & Hospitality,"['r', 'safety', 'education']",0,High School / Diploma,3,FOOD & HOSPITALITY,3693043725,Food & Hospitality,Vice President Of Food,"['leadership', 'hospitality']",0,Bachelor's,1.0,"Dallas, TX",Full-time,,16875.0,0,,[],"['r', 'safety', 'education']",['leadership'],['hospitality'],0.0,"['hospitality', 'leadership']",2,0,2,0.9449152542372882,0.1,0.0045,0.0058
15575117,Human Resources,"['data entry', 'customer service', 'excel', 'operations']",0,Master's,4,HUMAN RESOURCES,3699401365,Human Resources,Seasonal Bilingual Talent Acquisition Associate,"['onboarding', 'talent acquisition', 'supply chain', 'compliance']",18,High School / Diploma,1.0,"Tampa, FL",Temporary,Entry level,4160.0,0,,[],"['data entry', 'customer service', 'excel', 'operations']",[],"['onboarding', 'talent acquisition', 'supply chain', 'compliance']",0.0,"['compliance', 'onboarding', 'supply chain', 'talent acquisition']",4,18,0,0.14018181818181819,0.1,0.0,0.0
12567516,Marketing & PR,"['strategy', 'research', 'education', 'logistics', 'seo', 'corporate communications', 'healthcare', 'graphic design', 'public speaking', 'social media', 'media relations', 'communication', 'public relations', 'excel', 'event planning', 'employee relations', 'copywriting']",0,Bachelor's,17,MARKETING & PR,3755582294,Marketing & PR,Ugc Content Creator,"['attention to detail', 'strategy', 'multitasking', 'social media', 'communication']",1,Bachelor's,1.0,"Houston, TX",Part-time,,,1,,['communication'],"['strategy', 'research', 'education', 'logistics', 'seo', 'corporate communications', 'healthcare', 'graphic design', 'public speaking', 'social media', 'media relations', 'public relations', 'excel', 'event planning', 'employee relations', 'copywriting']",['communication'],"['attention to detail', 'strategy', 'multitasking', 'social media']",0.2476,"['attention to detail', 'multitasking']",2,1,0,0.5,0.1,0.1886,0.2426
29797594,Education & Training,"['research', 'education', 'c', 'teaching', 'leadership', 'r', 'critical thinking']",0,Bachelor's,7,EDUCATION & TRAINING,3757720497,Education & Training,Older Two Teacher,"['leadership', 'education', 'teaching']",1,High School / Diploma,1.0,"Georgetown, TX",Full-time,Entry level,2773.33,0,,"['leadership', 'critical thinking']","['research', 'education', 'c', 'teaching', 'r']",['leadership'],"['education', 'teaching']",1.0,[],0,1,0,0.04590017825311943,0.1,0.5946,0.765
28916894,Sales & Retail,"['strategy', 'education', 'budgeting', 'teaching', 'leadership', 'aviation', 'communication', 'public relations', 'strategic planning']",0,Master's,9,SALES & RETAIL,3757912828,Sales & Retail,Account Manager,"['onboarding', 'teaching', 'communication', 'operations']",5,Bachelor's,8.39,"Chicago, IL",Full-time,Mid-Senior level,,1,,"['leadership', 'communication']","['strategy', 'education', 'budgeting', 'teaching', 'aviation', 'public relations', 'strategic planning']",['communication'],"['onboarding', 'teaching', 'operations']",0.4878,"['onboarding', 'operations']",2,5,0,0.5,0.8390000000000001,0.3266,0.4202
55746506,Healthcare & Medical,"['cpr', 'education', 'customer service', 'recruitment', 'public speaking', 'strategic planning']",0,High School / Diploma,6,HEALTHCARE & MEDICAL,3757752099,Healthcare & Medical,Registered Nurse,"['customer service', 'healthcare', 'patient care']",0,Master's,10.0,"Easton, PA",Full-time,,,1,,[],"['cpr', 'education', 'customer service', 'recruitment', 'public speaking', 'strategic planning']",[],"['customer service', 'healthcare', 'patient care']",0.554,"['healthcare', 'patient care']",2,0,3,0.5,1.0,0.3324,0.4276
69532425,Education & Training,"['cpr', 'education', 'customer service', 'classroom management', 'teaching', 'time management', 'communication', 'critical thinking']",0,Bachelor's,8,EDUCATION & TRAINING,3757736046,Education & Training,Teacher Aide,"['research', 'education', 'adaptability', 'teaching', 'healthcare', 'communication', 'nursing']",2,High School / Diploma,1.0,"Philadelphia, PA",Part-time,Mid-Senior level,,1,,"['time management', 'communication', 'critical thinking']","['cpr', 'education', 'customer service', 'classroom management', 'teaching']","['adaptability', 'communication']","['research', 'education', 'teaching', 'healthcare', 'nursing']",0.1473,"['adaptability', 'healthcare', 'nursing', 'research']",4,2,0,0.5,0.1,0.1084,0.1395
23939133,Education & Training,"['education', 'recruitment', 'safety', 'teaching', 'compliance']",5,Bachelor's,5,EDUCATION & TRAINING,3701361994,Education & Training,Coach,"['customer service', 'adaptability', 'budgeting', 'operations', 'teaching', 'compliance', 'leadership', 'mentoring', 'performance management']",1,Bachelor's,2.31,"Alpharetta, GA",Full-time,Entry level,,1,,[],"['education', 'recruitment', 'safety', 'teaching', 'compliance']","['adaptability', 'leadership']","['customer service', 'budgeting', 'operations', 'teaching', 'compliance', 'mentoring', 'performance management']",0.1222,"['adaptability', 'budgeting', 'customer service', 'leadership', 'mentoring', 'operations', 'performance management']",7,0,0,0.5,0.231,0.1464,0.1883
37660306,Education & Training,"['education', 'operations', 'lesson planning', 'teaching', 'agriculture', 'r', 'taxation']",0,Bachelor's,7,EDUCATION & TRAINING,3699086055,Education & Training,Assistant Professor,"['research', 'education', 'mentoring', 'clinical research']",5,PhD,3.56,"Chicago, IL",Full-time,Mid-Senior level,,1,,[],"['education', 'operations', 'lesson planning', 'teaching', 'agriculture', 'r', 'taxation']",[],"['research', 'education', 'mentoring', 'clinical research']",0.0534,"['clinical research', 'mentoring', 'research']",3,5,2,0.5,0.356,0.0,0.0
91564103,Finance & Accounting,"['payroll', 'education', 'financial modeling', 'budgeting', 'gaap', 'operations', 'auditing', 'financial reporting', 'accounting', 'compliance', 'aviation', 'financial analysis', 'excel', 'accounts payable']",0,Master's,14,FINANCE & ACCOUNTING,3693058073,Finance & Accounting,Accounting Manager,"['financial reporting', 'accounting', 'budgeting', 'operations']",5,Master's,5.97,"New York, NY",Full-time,Mid-Senior level,9583.33,0,,[],"['payroll', 'education', 'financial modeling', 'budgeting', 'gaap', 'operations', 'auditing', 'financial reporting', 'accounting', 'compliance', 'aviation', 'financial analysis', 'excel', 'accounts payable']",[],"['financial reporting', 'accounting', 'budgeting', 'operations']",1.0,[],0,5,0,0.8044399410464259,0.597,0.6401,0.8235
17545780,Healthcare & Medical,"['payroll', 'education', 'budgeting', 'operations', 'patient care', 'teamwork', 'healthcare', 'accounting', 'leadership', 'communication', 'problem solving', 'surgery']",0,Bachelor's,12,HEALTHCARE & MEDICAL,3693582705,Healthcare & Medical,Registered Nurse,"['education', 'nursing', 'advocacy', 'patient care']",5,Bachelor's,10.0,"Gainesville, FL",Full-time,Mid-Senior level,,1,,"['teamwork', 'leadership', 'communication', 'problem solving']","['payroll', 'education', 'budgeting', 'operations', 'patient care', 'healthcare', 'accounting', 'surgery']",[],"['education', 'nursing', 'advocacy', 'patient care']",0.224,"['advocacy', 'nursing']",2,5,0,0.5,1.0,0.1844,0.2372
54259150,Healthcare & Medical,"['cpr', 'education', 'customer service', 'teamwork', 'safety', 'teaching', 'leadership', 'public relations', 'communication']",0,Bachelor's,9,HEALTHCARE & MEDICAL,2148434725,Healthcare & Medical,Mental Health Professional,"['education', 'advocacy', 'patient care', 'healthcare', 'leadership']",10,Master's,3.15,"Spokane, WA",Full-time,Entry level,5617.54,0,,"['teamwork', 'leadership', 'communication']","['cpr', 'education', 'customer service', 'safety', 'teaching', 'public relations']",['leadership'],"['education', 'advocacy', 'patient care', 'healthcare']",0.3462,"['advocacy', 'healthcare', 'patient care']",3,10,1,0.22746865203761754,0.315,0.012,0.0154
23015611,Marketing & PR,"['artificial intelligence', 'education', 'logistics', 'content marketing', 'social media', 'media relations', 'public relations', 'email marketing', 'machine learning', 'account management']",10,Bachelor's,10,MARKETING & PR,3701324000,Marketing & PR,Digital Communications Manager,"['social media', 'strategy', 'seo', 'email marketing']",5,Bachelor's,1.0,"Los Angeles, CA",Full-time,Mid-Senior level,,1,,[],"['artificial intelligence', 'education', 'logistics', 'content marketing', 'social media', 'media relations', 'public relations', 'email marketing', 'machine learning', 'account management']",[],"['social media', 'strategy', 'seo', 'email marketing']",0.5632,"['seo', 'strategy']",2,0,0,0.5,0.1,0.3979,0.5119
31556198,Healthcare & Medical,"['cold calling', 'education', 'customer service', 'safety', 'time management', 'communication']",0,High School / Diploma,6,HEALTHCARE & MEDICAL,3693072272,Healthcare & Medical,Medical Laboratory Technologist,"['communication', 'quality control', 'problem solving', 'patient care']",0,Bachelor's,1.0,"Austin, TX",Contract,,,1,,"['time management', 'communication']","['cold calling', 'education', 'customer service', 'safety']","['communication', 'problem solving']","['quality control', 'patient care']",0.1218,"['patient care', 'problem solving', 'quality control']",3,0,2,0.5,0.1,0.0331,0.0426
26975573,Finance & Accounting,"['attention to detail', 'customer service', 'leadership', 'financial analysis', 'critical thinking', 'education', 'budgeting', 'accounting', 'auditing', 'analytical', 'research', 'payroll', 'procurement', 'compliance', 'communication', 'powerpoint', 'excel', 'accounts payable', 'operations', 'financial reporting']",15,Master's,20,FINANCE & ACCOUNTING,3693054247,Finance & Accounting,Tax Manager,"['attention to detail', 'compliance', 'communication', 'leadership', 'accounting']",5,Bachelor's,5.48,"Columbus, Ohio Metropolitan Area",Full-time,Mid-Senior level,,1,,"['leadership', 'critical thinking', 'analytical', 'communication']","['attention to detail', 'customer service', 'financial analysis', 'education', 'budgeting', 'accounting', 'auditing', 'research', 'payroll', 'procurement', 'compliance', 'powerpoint', 'excel', 'accounts payable', 'operations', 'financial reporting']","['communication', 'leadership']","['attention to detail', 'compliance', 'accounting']",1.0,[],0,0,0,0.5,0.548,0.7048,0.9067
26189601,Food & Hospitality,"['education', 'safety']",0,High School / Diploma,2,FOOD & HOSPITALITY,3755153952,Food & Hospitality,Cocktail Server,"['communication', 'adaptability', 'teamwork', 'problem solving']",0,Bachelor's,1.99,"Charleston, SC",Full-time,,6066.67,0,,[],"['education', 'safety']","['communication', 'adaptability', 'teamwork', 'problem solving']",[],0.0,"['adaptability', 'communication', 'problem solving', 'teamwork']",4,0,2,0.833804143126177,0.199,0.0033,0.0042
43375498,Banking & Insurance,"['education', 'customer service', 'operations', 'compliance', 'mentoring']",3,Bachelor's,5,BANKING & INSURANCE,3693586544,Banking & Insurance,Loan Processing Coordinator,"['communication', 'education', 'customer service', 'operations']",0,High School / Diploma,1.0,"Berlin, WI",Full-time,,,1,,[],"['education', 'customer service', 'operations', 'compliance', 'mentoring']",['communication'],"['education', 'customer service', 'operations']",0.9165,['communication'],1,0,0,0.5,0.1,0.6099,0.7846
38007664,Sales & Retail,"['education', 'c', 'healthcare', 'leadership', 'hipaa', 'taxation', 'analytical']",20,Bachelor's,7,SALES & RETAIL,3755580244,Sales & Retail,Director Of Sales,"['customer service', 'operations', 'onboarding', 'communication', 'leadership', 'crm', 'mentoring', 'strategic planning']",5,High School / Diploma,4.36,"Cleveland, OH",Full-time,Director,11250.0,0,,"['leadership', 'analytical']","['education', 'c', 'healthcare', 'hipaa', 'taxation']","['communication', 'leadership']","['customer service', 'operations', 'onboarding', 'crm', 'mentoring', 'strategic planning']",0.0894,"['communication', 'crm', 'customer service', 'mentoring', 'onboarding', 'operations', 'strategic planning']",7,0,0,0.6563438438438438,0.43600000000000005,0.1629,0.2096
87826037,Transportation & Aviation,"['structural analysis', 'aerospace engineering', 'education', 'c', 'teaching', 'aviation', 'powerpoint', 'excel', 'matlab', 'thermodynamics']",0,Bachelor's,10,TRANSPORTATION & AVIATION,3699431059,Transportation & Aviation,Delivery Driver,"['safety', 'customer service']",18,Bachelor's,4.49,"Fort Lauderdale, FL",Full-time,,,1,,[],"['structural analysis', 'aerospace engineering', 'education', 'c', 'teaching', 'aviation', 'powerpoint', 'excel', 'matlab', 'thermodynamics']",[],"['safety', 'customer service']",0.0,"['customer service', 'safety']",2,18,0,0.5,0.449,0.0,0.0
12413512,"Design, Media & Creative","['education', 'advocacy', 'lesson planning', 'teaching', 'safety', 'public speaking', 'communication', 'leadership', 'social media', 'time management', 'problem solving', 'tutoring']",0,Master's,12,"DESIGN, MEDIA & CREATIVE",3690673180,"Design, Media & Creative",Retirement Plan Producer,"['c', 'teamwork', 'salesforce', 'communication', 'leadership', 'portfolio management', 'powerpoint', 'excel']",0,Bachelor's,1.0,"Burlington, VT",Full-time,,,1,,"['communication', 'leadership', 'time management', 'problem solving']","['education', 'advocacy', 'lesson planning', 'teaching', 'safety', 'public speaking', 'social media', 'tutoring']","['teamwork', 'communication', 'leadership']","['c', 'salesforce', 'portfolio management', 'powerpoint', 'excel']",0.1049,"['c', 'excel', 'portfolio management', 'powerpoint', 'salesforce', 'teamwork']",6,0,0,0.5,0.1,0.1229,0.1581
16091352,Sales & Retail,"['cold calling', 'education', 'customer service', 'lead generation', 'rehabilitation', 'salesforce', 'teaching']",2,Master's,7,SALES & RETAIL,3699093030,Sales & Retail,Assistant Store Manager,"['customer service', 'operations', 'teaching', 'leadership', 'communication', 'excel']",3,Bachelor's,6.58,New York City Metropolitan Area,Full-time,,4583.33,0,,[],"['cold calling', 'education', 'customer service', 'lead generation', 'rehabilitation', 'salesforce', 'teaching']","['leadership', 'communication']","['customer service', 'operations', 'teaching', 'excel']",0.4908,"['communication', 'excel', 'leadership', 'operations']",4,1,0,0.15634384384384384,0.658,0.3559,0.4579
51209395,Education & Training,"['education', 'customer service', 'leadership', 'communication', 'mentoring']",0,Bachelor's,5,EDUCATION & TRAINING,3756902273,Education & Training,Daycare Teacher,"['leadership', 'education', 'teaching']",1,High School / Diploma,3.43,"Ledgewood, NJ",Full-time,Entry level,2860.0,0,,"['leadership', 'communication']","['education', 'customer service', 'mentoring']",['leadership'],"['education', 'teaching']",0.7753,['teaching'],1,1,0,0.13680926916221034,0.343,0.4932,0.6345
28790806,Engineering,"['unix', 'education', 'oracle', 'hadoop', 'operations', 'data warehouse', 'leadership', 'business intelligence', 'project management', 'shell', 'technical support', 'sql']",6,Bachelor's,12,ENGINEERING,3699080980,Engineering,Tools Engineer,"['c', 'ux', 'problem solving', 'recruitment']",20,Bachelor's,1.0,"Cary, NC",Full-time,Internship,,1,,['leadership'],"['unix', 'education', 'oracle', 'hadoop', 'operations', 'data warehouse', 'business intelligence', 'project management', 'shell', 'technical support', 'sql']",['problem solving'],"['c', 'ux', 'recruitment']",0.0,"['c', 'problem solving', 'recruitment', 'ux']",4,14,0,0.5,0.1,0.0,0.0
14515954,Healthcare & Medical,"['strategy', 'research', 'education', 'teamwork', 'procurement', 'budgeting', 'communication', 'leadership', 'time management', 'project management']",0,Master's,10,HEALTHCARE & MEDICAL,3757473036,Healthcare & Medical,Dialysis Patient Care Technician,"['quality control', 'safety', 'education', 'patient care']",1,Bachelor's,2.57,"Lawton, OK",Full-time,Entry level,,1,,"['teamwork', 'communication', 'leadership', 'time management']","['strategy', 'research', 'education', 'procurement', 'budgeting', 'project management']",[],"['quality control', 'safety', 'education', 'patient care']",0.1038,"['patient care', 'quality control', 'safety']",3,1,0,0.5,0.257,0.118,0.1518
23396633,Sales & Retail,"['strategy', 'research', 'education', 'unix', 'lead generation', 'ux', 'healthcare', 'onboarding', 'media relations', 'bloomberg']",0,Master's,10,SALES & RETAIL,3701320472,Sales & Retail,Store Manager,"['payroll', 'customer service', 'education', 'communication', 'excel', 'analytical']",5,Bachelor's,5.93,"Greenville, NC",Full-time,Mid-Senior level,,1,,[],"['strategy', 'research', 'education', 'unix', 'lead generation', 'ux', 'healthcare', 'onboarding', 'media relations', 'bloomberg']","['communication', 'analytical']","['payroll', 'customer service', 'education', 'excel']",0.1344,"['analytical', 'communication', 'customer service', 'excel', 'payroll']",5,5,0,0.5,0.593,0.0899,0.1157
34033933,Education & Training,"['attention to detail', 'education', 'customer service', 'operations', 'healthcare', 'communication', 'powerpoint', 'problem solving', 'excel']",4,Bachelor's,9,EDUCATION & TRAINING,3757727416,Education & Training,Hvacr Instructor,"['education', 'customer service', 'safety', 'teaching', 'communication', 'excel']",5,Bachelor's,1.0,Greater Houston,Full-time,Mid-Senior level,,1,,"['communication', 'problem solving']","['attention to detail', 'education', 'customer service', 'operations', 'healthcare', 'powerpoint', 'excel']",['communication'],"['education', 'customer service', 'safety', 'teaching', 'excel']",0.7226,"['safety', 'teaching']",2,1,0,0.5,0.1,0.4736,0.6093
11137306,Transportation & Aviation,"['education', 'c', 'logistics', 'operations', 'communication', 'aviation', 'excel', 'troubleshooting']",0,High School / Diploma,8,TRANSPORTATION & AVIATION,3697392357,Transportation & Aviation,Route Driver,"['adaptability', 'teamwork', 'safety', 'communication', 'problem solving']",20,High School / Diploma,1.0,"Sacramento, CA",Full-time,Entry level,3640.0,0,,['communication'],"['education', 'c', 'logistics', 'operations', 'aviation', 'excel', 'troubleshooting']","['adaptability', 'teamwork', 'communication', 'problem solving']",['safety'],0.1205,"['adaptability', 'problem solving', 'safety', 'teamwork']",4,20,0,0.2148962148962149,0.1,0.0,0.0
16962067,"Design, Media & Creative","['education', 'classroom management', 'teaching', 'communication', 'leadership', 'special education']",10,Master's,6,"DESIGN, MEDIA & CREATIVE",3693071185,"Design, Media & Creative",Ux Designer,"['research', 'ux']",3,Bachelor's,3.67,Cincinnati Metropolitan Area,Full-time,Mid-Senior level,9583.33,0,,"['communication', 'leadership']","['education', 'classroom management', 'teaching', 'special education']",[],"['research', 'ux']",0.0,"['research', 'ux']",2,0,0,0.8251190476190476,0.367,0.1192,0.1534
19284293,Transportation & Aviation,"['research', 'engineering design', 'education', 'operations', 'safety', 'compliance', 'leadership', 'aviation', 'excel']",20,Bachelor's,9,TRANSPORTATION & AVIATION,3749360329,Transportation & Aviation,Pick Up Driver,"['safety', 'compliance']",18,Bachelor's,1.58,"Smyrna, GA",Full-time,Entry level,,1,,['leadership'],"['research', 'engineering design', 'education', 'operations', 'safety', 'compliance', 'aviation', 'excel']",[],"['safety', 'compliance']",1.0,[],0,0,0,0.5,0.158,0.6658,0.8566
47996197,Healthcare & Medical,"['education', 'budgeting', 'seo', 'healthcare', 'crm', 'sem', 'public relations', 'project management', 'social media']",10,High School / Diploma,9,HEALTHCARE & MEDICAL,3693071289,Healthcare & Medical,Clinical Research Coordinator Psychiatry Research,"['attention to detail', 'research', 'data entry', 'education', 'recruitment', 'safety', 'clinical research', 'communication', 'leadership', 'powerpoint', 'excel']",5,Master's,1.0,"Boston, MA",Full-time,Entry level,,1,,[],"['education', 'budgeting', 'seo', 'healthcare', 'crm', 'sem', 'public relations', 'project management', 'social media']","['communication', 'leadership']","['attention to detail', 'research', 'data entry', 'education', 'recruitment', 'safety', 'clinical research', 'powerpoint', 'excel']",0.0245,"['attention to detail', 'clinical research', 'communication', 'data entry', 'excel', 'leadership', 'powerpoint', 'recruitment', 'research', 'safety']",10,0,3,0.5,0.1,0.0,0.0
94492380,Marketing & PR,"['strategy', 'education', 'social media', 'event planning', 'strategic planning']",8,Bachelor's,5,MARKETING & PR,3697395087,Marketing & PR,Product Marketing Manager,"['attention to detail', 'strategy', 'research', 'education', 'erp', 'leadership', 'time management', 'communication', 'project management', 'crm', 'excel', 'critical thinking']",20,Bachelor's,3.88,"Schaumburg, IL",Full-time,Entry level,13541.67,0,,[],"['strategy', 'education', 'social media', 'event planning', 'strategic planning']","['leadership', 'time management', 'communication', 'critical thinking']","['attention to detail', 'strategy', 'research', 'education', 'erp', 'project management', 'crm', 'excel']",0.0812,"['attention to detail', 'communication', 'critical thinking', 'crm', 'erp', 'excel', 'leadership', 'project management', 'research', 'time management']",10,12,0,0.9783658895190086,0.388,0.0,0.0
38744475,"Design, Media & Creative","['research', 'education', 'communication', 'social media', 'autocad', 'graphic design']",0,Bachelor's,6,"DESIGN, MEDIA & CREATIVE",3693055121,"Design, Media & Creative",Grants Writer,"['communication', 'adaptability', 'teamwork', 'problem solving']",0,Bachelor's,1.0,"Oregon, United States",Volunteer,,,1,1.0,['communication'],"['research', 'education', 'social media', 'autocad', 'graphic design']","['communication', 'adaptability', 'teamwork', 'problem solving']",[],0.0631,"['adaptability', 'problem solving', 'teamwork']",3,0,0,0.5,0.1,0.0979,0.1259
30361788,Finance & Accounting,"['education', 'problem solving', 'accounts payable', 'accounting']",0,Bachelor's,4,FINANCE & ACCOUNTING,3701311395,Finance & Accounting,Financial Analyst,"['operations', 'sap', 'leadership', 'communication', 'r', 'financial analysis', 'analytical']",3,Bachelor's,6.6,"Coppell, TX",Full-time,Entry level,,1,,['problem solving'],"['education', 'accounts payable', 'accounting']","['leadership', 'communication', 'analytical']","['operations', 'sap', 'r', 'financial analysis']",0.0,"['analytical', 'communication', 'financial analysis', 'leadership', 'operations', 'r', 'sap']",7,3,0,0.5,0.6599999999999999,0.056,0.072
54227873,Engineering,"['education', 'c', 'html', 'leadership', 'java', 'python', 'powerpoint', 'problem solving', 'excel', 'autocad', 'linux']",0,Master's,11,ENGINEERING,3697365269,Engineering,Engineer,"['powerpoint', 'customer service', 'safety', 'excel']",1,Master's,6.63,"Omaha, NE",Full-time,Entry level,7862.79,0,,"['leadership', 'problem solving']","['education', 'c', 'html', 'java', 'python', 'powerpoint', 'excel', 'autocad', 'linux']",[],"['powerpoint', 'customer service', 'safety', 'excel']",0.5751,"['customer service', 'safety']",2,1,0,0.23694103680253265,0.663,0.4151,0.534
93349646,Business Strategy & Consulting,"['aws', 'unix', 'education', 'oracle', 'c', 'operations', 'communication', 'project management', 'six sigma', 'excel', 'troubleshooting', 'linux', 'presentation skills', 'pmp', 'technical support', 'sql']",0,Master's,16,BUSINESS STRATEGY & CONSULTING,3757468386,Business Strategy & Consulting,Beauty Advisor,"['css', 'customer service']",5,Bachelor's,3.88,"West Deland, FL",Full-time,Mid-Senior level,,1,,['communication'],"['aws', 'unix', 'education', 'oracle', 'c', 'operations', 'project management', 'six sigma', 'excel', 'troubleshooting', 'linux', 'presentation skills', 'pmp', 'technical support', 'sql']",[],"['css', 'customer service']",0.0,"['css', 'customer service']",2,5,0,0.5,0.388,0.0,0.0
24967652,Finance & Accounting,"['payroll', 'customer service', 'education', 'technical support', 'operations', 'compliance', 'communication', 'restaurant management', 'accounts payable']",0,Bachelor's,9,FINANCE & ACCOUNTING,3755574427,Finance & Accounting,Payroll Manager,"['payroll', 'accounting', 'leadership', 'communication', 'excel']",1,Bachelor's,3.56,"Chicago, IL",Full-time,Mid-Senior level,,1,,['communication'],"['payroll', 'customer service', 'education', 'technical support', 'operations', 'compliance', 'restaurant management', 'accounts payable']","['leadership', 'communication']","['payroll', 'accounting', 'excel']",0.4778,"['accounting', 'excel', 'leadership']",3,1,0,0.5,0.356,0.3523,0.4532
30965258,"Design, Media & Creative","['education', 'customer service', 'operations', 'guest relations', 'photoshop', 'communication', 'illustrator', 'event planning', 'graphic design', 'negotiation']",3,Bachelor's,10,"DESIGN, MEDIA & CREATIVE",3757909912,"Design, Media & Creative",Design Creative Producer,"['education', 'manufacturing', 'logistics', 'operations', 'compliance', 'communication', 'social media', 'animation', 'critical thinking']",5,Bachelor's,1.0,United States,Full-time,Mid-Senior level,,1,1.0,"['communication', 'negotiation']","['education', 'customer service', 'operations', 'guest relations', 'photoshop', 'illustrator', 'event planning', 'graphic design']","['communication', 'critical thinking']","['education', 'manufacturing', 'logistics', 'operations', 'compliance', 'social media', 'animation']",0.1918,"['animation', 'compliance', 'critical thinking', 'logistics', 'manufacturing', 'social media']",6,2,0,0.5,0.1,0.1351,0.1738
21060367,"Design, Media & Creative","['education', 'customer service', 'budgeting', 'operations', 'food safety', 'quality control', 'teaching', 'sap', 'safety', 'classroom management', 'leadership', 'hospitality']",16,Master's,12,"DESIGN, MEDIA & CREATIVE",3693071185,"Design, Media & Creative",Ux Designer,"['research', 'ux']",3,Bachelor's,3.67,Cincinnati Metropolitan Area,Full-time,Mid-Senior level,9583.33,0,,['leadership'],"['education', 'customer service', 'budgeting', 'operations', 'food safety', 'quality control', 'teaching', 'sap', 'safety', 'classroom management', 'hospitality']",[],"['research', 'ux']",0.0,"['research', 'ux']",2,0,0,0.8251190476190476,0.367,0.1192,0.1534
26671167,Human Resources,"['education', 'customer service', 'operations', 'safety', 'bls', 'accounting', 'communication', 'inventory management', 'hospitality', 'public relations', 'event planning', 'nursing']",0,High School / Diploma,12,HUMAN RESOURCES,3699429396,Human Resources,Bilingual Talent Advisor,"['education', 'customer service', 'leadership', 'public relations', 'powerpoint', 'excel']",1,High School / Diploma,2.31,"Las Vegas, NV",Temporary,Mid-Senior level,,1,,['communication'],"['education', 'customer service', 'operations', 'safety', 'bls', 'accounting', 'inventory management', 'hospitality', 'public relations', 'event planning', 'nursing']",['leadership'],"['education', 'customer service', 'public relations', 'powerpoint', 'excel']",0.6212,"['excel', 'leadership', 'powerpoint']",3,1,0,0.5,0.231,0.4258,0.5478
